Population	Sample_no	Sample_id	Prediction	lat	lon
Toliara_Madagascar	3	GRC12084562	Toliara_Madagascar_2	-23.34101401722648	43.680079353582016
Toliara_Madagascar	4	GRC12084563	Toliara_Madagascar_2	-23.145700270685605	43.810884136876204
Toliara_Madagascar	5	GRC12084560	Manakara_Madagascar_2	-22.489768390201572	45.93334047370857
Toliara_Madagascar	6	GRC12084561	Manakara_Madagascar_2	-21.786507748305226	46.35235230144674
Tsumkwe_Namibia	1	GRC12084521	Southeastern_Namibia_2	-28.033316066990558	19.560774831324675
Tsumkwe_Namibia	2	GRC12084523	Southeastern_Namibia_1	-27.25253555528594	19.236091088685722
Tunisia	1	GRC12076400	Tunisia_1	36.42722017625044	10.233502708657214
Tunisia	2	GRC12076408	Tunisia_1	36.464578833034565	10.145567871559024
Tunisia	3	GRC12076409	Tunisia_1	36.43816454865293	10.206197240301867
Tunisia	4	GRC12076411	Tunisia_1	36.45874223934659	10.158724629103906
Tunisia	5	GRC12076399	Tunisia_2	36.255859699913835	10.626025912692775
Tunisia	6	GRC12076402	Tunisia_2	36.413579536958736	10.256649453286755
Tunisia	7	GRC12076410	Tunisia_2	36.4412773905456	10.197072763917573
Tunisia	8	GRC12076412	Tunisia_2	35.349729283230495	12.580225803134187
Tunisia	9	GRC12076403	Tunisia_3	36.47732667416616	10.116910503943162
Tunisia	10	GRC12076405	Tunisia_3	36.47652578486947	10.118791959096194
Tunisia	11	GRC12076401	Tunisia_4	35.85771673021657	11.458742106199008
Tunisia	12	GRC12076406	Tunisia_4	36.358054478221696	10.385428921153732
UK	1	GRC11074475	UK_1	52.168864056759396	-2.6226572218943183
UK	2	GRC11074480	UK_1	52.156637035988645	-2.619119178141349
UK	3	GRC11074479	UK_2	52.017332533551546	-3.053163484134809
UK	4	GRC11074481	UK_2	52.018043382499904	-3.052238555429779
UK	5	GRC11074469	UK_3	52.04958344385396	-1.9899510358086188
UK	6	GRC11074473	UK_3	52.04975518619888	-2.7781429304743708
UK	7	GRC11074474	UK_3	52.06484352990689	-2.631571964433488
UK	8	GRC11074476	UK_3	52.06388342632099	-2.5834737038943567
UK	9	GRC11074468	UK_4	52.101986093757866	-2.306475054974163
UK	10	GRC11074470	UK_4	52.204080689104956	-2.180454868582907
UK	11	GRC11074471	German_2	52.72827419918153	13.135318001319746
UK	12	GRC11074477	UK_4	52.131088354308325	-2.526723307322391
UK	13	GRC11074482	UK_4	52.1364281388284	-2.3977446439602006
Underberg_KZN_RSA	1	GRC12084537	Underberg_KZN_RSA_0	-29.45013182569602	29.288911978955642
Underberg_KZN_RSA	2	GRC12084538	Underberg_KZN_RSA_0	-29.350209825736982	29.25039698765957
Valayar	1	GRC12081972	Kapu_0	16.550113243718506	78.52206560777802
Valayar	2	GRC12081974	Valayar_0	10.593825663885447	78.8817475310308
Vanuatu	1	GRC12083643	Vanuatu_1	-17.749310316305564	168.29890806760932
Vanuatu	2	GRC12083644	Vanuatu_1	-17.74951085556096	168.29919656079988
Vanuatu	3	GRC12083650	Vanuatu_3	-16.410870480911694	166.26709248556435
Vanuatu	4	GRC12083642	Vanuatu_3	-17.748426345921896	168.29814870974388
Vanuatu	5	GRC12083645	Vanuatu_3	-17.443285435276145	167.89537545333752
Vanuatu	6	GRC12083646	Vanuatu_3	-17.741437261526713	168.29000168152356
Vanuatu	7	GRC12083647	Vanuatu_3	-17.749873106957157	168.29984996882894
Vanuatu	8	GRC12083648	Vanuatu_3	-17.599845323488314	168.11741609163641
Vanuatu	9	GRC12083649	Vanuatu_3	-17.487460483851123	167.98469011586766
Vanuatu	10	GRC12083651	Vanuatu_3	-17.736297837160123	168.28373486699172
Vietnamese	1	GRC12076415	Vietnamese_1	14.000091204554073	108.00003363946158
Vietnamese	2	GRC12076417	Vietnamese_1	14.000001373363881	108.00000050477387
Vietnamese	3	GRC12076418	Vietnamese_1	14.00000500458671	108.00000182898589
Vietnamese	4	GRC12076422	Vietnamese_1	14.000002180755288	108.00000080181023
Vietnamese	5	GRC12076425	Vietnamese_1	14.000141597442736	108.0000514399152
Vietnamese	6	GRC12076416	Vietnamese_2	14.00000155954566	108.000000558554
Vietnamese	7	GRC12076419	Vietnamese_2	14.00000660411751	108.00000236976135
Vietnamese	8	GRC12076421	Vietnamese_2	14.000022207592032	108.00000798588889
Vietnamese	9	GRC12076423	Vietnamese_2	14.000169572767904	108.00005940450012
Vietnamese	10	GRC12076424	Vietnamese_2	14.000001238624781	108.0000004395705
Vietnamese	11	GRC12076420	Vietnamese_3	14.000007007714101	108.00000260014026
Vietnamese	12	GRC12076426	Vietnamese_3	14.000008086410332	108.00000300103089
Witdraai_Northern_Cape_RSA	1	GRC12084527	Schmidtsdrift_Northern_Cape_RSA_0	-26.748106301635357	20.859049253711266
Yoruba	1	GRC11075063	Yoruba_1	7.99999950955955	4.000000684958045
Yoruba	2	GRC11075068	Yoruba_1	7.999999995400259	4.000000006427189
Yoruba	3	GRC11075070	Yoruba_1	7.999998660672008	4.000001872097326
Yoruba	4	GRC11075061	Yoruba_2	7.999995819114931	4.000005833966274
Yoruba	5	GRC11075065	Yoruba_2	7.999977106051003	4.00003187013275
Yoruba	6	GRC11075067	Yoruba_2	7.999999957271596	4.0000000595359
Yoruba	7	GRC11075069	Yoruba_2	7.999998436135264	4.000002181821551
Yoruba	8	GRC11075066	Yoruba_3	7.9997489156225425	4.000347633453428
Yoruba	9	GRC11075072	Yoruba_3	7.9996070361695715	4.000536777966
Yoruba	10	GRC11075062	Yoruba_4	7.999977975735379	4.000030788833696
Yoruba	11	GRC11075064	Yoruba_4	7.999999813867581	4.000000260232895
Yoruba	12	GRC11075071	Yoruba_4	7.999946784797319	4.000074342743459
